book_id,books_count,isbn13,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,Ratings_Dist
22192,48,9780316912130.0,Cecily von Ziegesar,2003,All I Want Is Everything,eng,3.56,15467,433,1879,5728,4270,3766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
25855506,24,9781449474200.0,Sarah Andersen,2016,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",eng,4.14,39601,1669,1734,5824,11787,20209,https://images.gr-assets.com/books/1481219756m/25855506.jpg,Between 4-5
301538,27,9781585676770.0,R. Scott Bakker,2003,The Darkness That Comes Before,eng,3.78,13146,738,1221,3012,5170,4414,https://images.gr-assets.com/books/1421630062m/301538.jpg,Between 3-4
7841677,20,9781416551610.0,Kristin Kimball,2010,"The Dirty Life: On Farming, Food, and Love",eng,4.04,11559,124,453,2389,5515,4186,https://images.gr-assets.com/books/1277929135m/7841677.jpg,Between 4-5
9917998,19,9781442402360.0,Jonathan Maberry,2011,Dust & Decay,eng,4.29,13646,159,345,1846,4991,7218,https://images.gr-assets.com/books/1293823083m/9917998.jpg,Between 4-5
13574417,13,9781423170280.0,Melissa Landers,2014,Alienated,eng,3.95,18171,480,1216,4086,7303,6898,https://images.gr-assets.com/books/1384610045m/13574417.jpg,Between 3-4
52471,34,9780743430340.0,Adriana Trigiani,2001,"Big Cherry Holler (Big Stone Gap, Book 2)",eng,3.92,13356,110,609,3763,6071,4201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
90475,54,9780060096180.0,Meg Cabot,2004,Teen Idol,eng,3.53,20271,529,2631,7845,6621,4308,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
5587960,60,9780307271080.0,Chimamanda Ngozi Adichie,2009,The Thing Around Your Neck,eng,4.18,11861,49,295,2226,6191,5531,https://images.gr-assets.com/books/1320413162m/5587960.jpg,Between 4-5
27883214,51,9781250095250.0,Stephanie Garber,2017,Caraval,eng,3.97,30975,831,2531,7001,12105,13353,https://images.gr-assets.com/books/1465563623m/27883214.jpg,Between 3-4
2179832,44,9780061573130.0,James Frey,2008,Bright Shiny Morning,eng,3.8,10762,332,966,2832,4244,3403,https://images.gr-assets.com/books/1415586680m/2179832.jpg,Between 3-4
2267195,16,9780789154800.0,Kate Chopin,1894,The Story of an Hour,eng,4.08,13308,198,611,2944,4950,5984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
85391,48,9780140249440.0,John Updike,1981,Rabbit Is Rich,eng,3.9,12455,379,777,2914,4970,4260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
12752313,14,9781400069350.0,Anna Quindlen,2012,"Lots of Candles, Plenty of Cake",eng,3.71,12792,311,1196,4029,5330,3255,https://images.gr-assets.com/books/1330649974m/12752313.jpg,Between 3-4
7531478,12,9781934813320.0,Cheryl Rainfield,2010,Scars,eng,4.17,12452,318,683,2056,3285,6634,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
5941079,25,9780060837390.0,Mary Kay Andrews,2009,The Fixer Upper,eng,3.88,14560,161,704,4204,6545,4199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
6688121,6,9789792248620.0,Ahmad Fuadi,2009,Negeri 5 Menara,ind,4.04,10018,117,403,2033,3938,3636,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
541920,29,9780805062880.0,Rick Atkinson,2002,"An Army at Dawn: The War in Africa, 1942-1943",eng,4.25,11111,129,310,1730,4590,5819,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
30343,52,9781416532350.0,Sandra Brown,2006,Ricochet,eng,3.96,13327,129,595,3619,5830,4663,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
199530,35,9781400061270.0,Fannie Flagg,2006,Can't Wait to Get to Heaven,eng,3.89,12262,178,784,3597,5491,4140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
8706185,38,9780765321530.0,Jo Walton,2011,Among Others,eng,3.68,14761,622,1718,4662,6460,4314,https://images.gr-assets.com/books/1317792367m/8706185.jpg,Between 3-4
238127,50,9780749934390.0,J.D. Robb,2001,Seduction in Death,eng,4.3,17565,41,243,2812,7645,9633,https://images.gr-assets.com/books/1305123885m/238127.jpg,Between 4-5
56616,53,9780679723230.0,James M. Cain,1936,Double Indemnity,eng,4.12,13559,111,443,2593,6014,5609,https://images.gr-assets.com/books/1404786837m/56616.jpg,Between 4-5
490403,21,9780312947060.0,Sherrilyn Kenyon,2007,Upon the Midnight Clear,eng,4.0,21567,315,1422,5219,6938,8967,https://images.gr-assets.com/books/1437691219m/490403.jpg,Between 3-4
9366879,7,9780545141020.0,"Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2009,"Bone: Quest For The Spark, Book One ",eng,4.33,11416,184,415,1582,2498,6765,https://images.gr-assets.com/books/1328839457m/9366879.jpg,Between 4-5
7200351,22,9780312546560.0,Sherrilyn Kenyon,2010,No Mercy,eng,4.28,19453,76,530,3139,7209,10403,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
23363928,14,9780553418610.0,Scott  Hawkins,2015,The Library at Mount Char,eng,4.07,7814,360,653,2539,6250,6106,https://images.gr-assets.com/books/1416181258m/23363928.jpg,Between 4-5
551536,17,9780439845820.0,Chris d'Lacey,2005,Fire Star,eng,3.91,13595,388,1018,3320,4206,5296,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
68483,48,9780671720150.0,Lois McMaster Bujold,1990,The Vor Game,eng,4.28,15252,52,227,2200,6713,7405,https://images.gr-assets.com/books/1322571824m/68483.jpg,Between 4-5
20706269,31,9780316216820.0,Lauren Beukes,2014,Broken Monsters,eng,3.59,7086,444,1323,4128,5355,2445,https://images.gr-assets.com/books/1394562848m/20706269.jpg,Between 3-4
11623,42,9780385720250.0,"Sylvia Plath, Karen V. Kukil",1982,The Journals of Sylvia Plath,eng,4.29,12419,97,333,1972,4763,7054,https://images.gr-assets.com/books/1473939372m/11623.jpg,Between 4-5
5986375,38,9780316068220.0,David Foster Wallace,2009,This is Water,eng,4.53,13312,73,237,1170,3675,9703,https://images.gr-assets.com/books/1344270056m/5986375.jpg,Between 4-5
269386,16,9780609804130.0,Jill Conner Browne,1999,The Sweet Potato Queens' Book of Love,eng,3.7,12903,526,1259,3811,4263,3755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
2964700,13,9780375814710.0,Tamora Pierce,2011,Mastiff,eng,4.24,19695,240,703,3057,6547,10227,https://images.gr-assets.com/books/1302921347m/2964700.jpg,Between 4-5
6098691,22,9780345495970.0,Laurell K. Hamilton,2009,Divine Misdemeanors ,eng,4.04,19184,396,1259,4386,6456,8890,https://images.gr-assets.com/books/1327878336m/6098691.jpg,Between 4-5
2983654,39,9780312368470.0,Chelsea Cain,2008,Sweetheart,eng,4.05,14342,162,542,3054,6305,5432,https://images.gr-assets.com/books/1311994924m/2983654.jpg,Between 4-5
7011225,87,9789722120760.0,José Saramago,2009,Caim,por,3.89,7402,196,725,2957,5059,3604,https://images.gr-assets.com/books/1408538386m/7011225.jpg,Between 3-4
22321,43,9780425190450.0,William Gibson,1999,All Tomorrow's Parties,eng,3.88,11672,56,556,3540,5425,3313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
7562764,33,9780575088870.0,Hannu Rajaniemi,2010,The Quantum Thief,eng,3.83,11137,422,974,3208,5824,4018,https://images.gr-assets.com/books/1327950631m/7562764.jpg,Between 3-4
12075,202,9780415254080.0,Ludwig Wittgenstein,1921,Logisch-Philosophische Abhandlung,eng,4.06,11069,297,699,2188,3813,5185,https://images.gr-assets.com/books/1396830687m/12075.jpg,Between 4-5
215492,192,9780002314570.0,Agatha Christie,1933,Lord Edgware Dies,eng,3.88,14117,78,650,5427,7864,4677,https://images.gr-assets.com/books/1375949065m/215492.jpg,Between 3-4
107021,19,9781401200920.0,"Jeph Loeb, Jim Lee, Scott Williams",2003,Batman (Volume 2): Hush,eng,4.25,12151,126,426,1856,3902,6190,https://images.gr-assets.com/books/1460914478m/107021.jpg,Between 4-5
5600151,38,9781416585830.0,Spencer Quinn,2008,Dog on It,eng,3.85,13525,202,809,4023,6540,3965,https://images.gr-assets.com/books/1342376684m/5600151.jpg,Between 3-4
28351,25,9780007169920.0,Dr. Seuss,1937,And to Think That I Saw It on Mulberry Street,eng,3.99,17584,251,1069,4766,5675,7452,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
17334495,18,9781416547860.0,Doris Kearns Goodwin,2013,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",eng,4.16,10384,220,342,1699,4775,4972,https://images.gr-assets.com/books/1386557352m/17334495.jpg,Between 4-5
15801381,20,9781416997960.0,Brandon Mull,2013,"Chasing the Prophecy (Beyonders, #3)",eng,4.35,11816,160,289,1521,4259,7300,https://images.gr-assets.com/books/1356328161m/15801381.jpg,Between 4-5
10324808,22,9781250000230.0,"P.C. Cast, Kristin Cast",2011,Dragon's Oath,eng,4.06,16558,296,935,3849,5099,7628,https://images.gr-assets.com/books/1359740283m/10324808.jpg,Between 4-5
7823038,22,9780451463810.0,Kalayna Price,2010,Grave Witch,eng,3.96,22112,368,999,5174,9816,7368,https://images.gr-assets.com/books/1327440625m/7823038.jpg,Between 3-4
16300,151,9780002317860.0,Agatha Christie,1976,Sleeping Murder,eng,3.91,15612,102,769,5288,7800,5429,https://images.gr-assets.com/books/1308808135m/16300.jpg,Between 3-4
212525,10,9780553212560.0,"Edith Wharton, Mary Gordon",1911,Ethan Frome and Other Short Fiction,eng,3.65,14271,947,1410,3537,4178,4247,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
132626,11,9780679724630.0,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",1887,On the Genealogy of Morals / Ecce Homo,eng,4.14,11893,168,437,2130,4067,5138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
121410,31,9780618257320.0,Steven Callahan,1986,Adrift: Seventy-Six Days Lost at Sea,eng,4.09,10666,144,378,2157,4449,4425,https://images.gr-assets.com/books/1356596323m/121410.jpg,Between 4-5
129620,51,9781416530730.0,Judith McNaught,1987,Once and Always,eng,4.21,18197,219,599,3046,6650,9104,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
13148921,43,9780061784800.0,James Rollins,2012,Bloodline,eng,4.23,12189,84,275,2174,6121,6544,https://images.gr-assets.com/books/1348523971m/13148921.jpg,Between 4-5
11734251,44,9780007331790.0,Bernard Cornwell,2011,Death of Kings,eng,4.28,10479,36,150,1768,5979,6066,https://images.gr-assets.com/books/1327963375m/11734251.jpg,Between 4-5
9151181,30,9781605292880.0,"Howard Schultz, Joanne Gordon",2007,Onward: How Starbucks Fought for Its Life without Losing Its Soul,eng,3.79,11119,316,889,3236,4341,3358,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
978098,39,9781586483040.0,Laurence Rees,2005,Auschwitz: A New History,eng,4.24,10437,252,316,1528,3841,5671,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
9013,61,9781592289450.0,Slavomir Rawicz,1956,The Long Walk: The True Story of a Trek to Freedom,eng,4.18,10188,118,357,1876,4543,5096,https://images.gr-assets.com/books/1417980460m/9013.jpg,Between 4-5
682153,72,9780515135060.0,Nora Roberts,2002,Three Fates,eng,4.03,17082,167,745,4166,6232,6761,https://images.gr-assets.com/books/1309201516m/682153.jpg,Between 4-5
20983362,40,9781484715770.0,Alexandra Bracken,2016,Passenger,eng,3.84,23070,765,1786,5420,9610,7329,https://images.gr-assets.com/books/1446749751m/20983362.jpg,Between 3-4
102857,48,9780425215680.0,"J.D. Robb, Susan Ericksen",2006,"Born in Death (In Death, #23)",eng,4.33,17912,61,271,2688,6938,10014,https://images.gr-assets.com/books/1298297096m/102857.jpg,Between 4-5
18666006,16,9780385534830.0,Chris Bohjalian,2014,"Close Your Eyes, Hold Hands",eng,3.59,12107,360,1372,4302,5187,2504,https://images.gr-assets.com/books/1392355248m/18666006.jpg,Between 3-4
834378,169,9780451199870.0,Agatha Christie,1953,A Pocket Full of Rye,eng,3.83,17513,88,751,6293,8096,4721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
7011879,7,9788188575660.0,"Durjoy Datta, Maanvi Ahuja",2008,of course i love you,eng,3.21,6671,1059,1663,2910,2203,1826,https://images.gr-assets.com/books/1274597947m/7011879.jpg,Between 3-4
12009,28,9781597800440.0,Iain M. Banks,2004,The Algebraist,eng,3.99,13210,185,684,3067,5984,4873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
22642472,26,9780385539130.0,Margaret Atwood,2014,Stone Mattress,eng,3.93,10622,205,663,3003,6568,3913,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
16000044,31,9781595145930.0,"Morgan Rhodes, Michelle Rowen",2013,Rebel Spring,eng,4.16,18379,155,669,3219,7936,8316,https://images.gr-assets.com/books/1379031383m/16000044.jpg,Between 4-5
18170134,39,9780316211260.0,"James Patterson, Marshall Karp",2014,NYPD Red 2,eng,4.07,9293,103,382,2711,6180,4828,https://images.gr-assets.com/books/1373501096m/18170134.jpg,Between 4-5
12661,40,9780812970430.0,James A. Michener,1978,Chesapeake,eng,4.14,15408,113,489,3004,6523,6717,https://images.gr-assets.com/books/1421707536m/12661.jpg,Between 4-5
37100,48,9780743451800.0,Walter Mosley,1990,Devil in a Blue Dress,eng,3.91,12969,134,718,3384,6091,3890,https://images.gr-assets.com/books/1336545202m/37100.jpg,Between 3-4
588747,177,9780192835210.0,Mary Elizabeth Braddon,1862,Lady Audley's Secret,eng,3.73,13329,425,1186,4318,5587,3846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
2528,91,9780156010600.0,"José Saramago, Margaret Jull Costa",1997,Todos os Nomes,eng,3.88,9520,202,745,3074,5005,3604,https://images.gr-assets.com/books/1327955213m/2528.jpg,Between 3-4
60057,33,9780345472440.0,Adriana Trigiani,2003,"Lucia, Lucia",eng,3.92,13360,119,649,3786,6155,4243,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
7514925,15,9780062114620.0,Jodi Lynn Anderson,2012,Tiger Lily,eng,3.98,16217,483,1234,3791,6258,7350,https://images.gr-assets.com/books/1329681513m/7514925.jpg,Between 3-4
11430,30,9780842382890.0,"Karen Kingsbury, Gary Smalley",2003,Return,eng,4.44,11737,49,165,1310,3623,7182,https://images.gr-assets.com/books/1406513762m/11430.jpg,Between 4-5
114982,80,9780394895900.0,Philip Pullman,1985,The Ruby in the Smoke,eng,3.75,16214,276,1204,5713,7926,4160,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
319300,35,9780375753830.0,Amanda Foreman,1998,Georgiana: Duchess of Devonshire,eng,3.79,11621,398,964,3569,5032,3777,https://images.gr-assets.com/books/1332041559m/319300.jpg,Between 3-4
12551077,11,9781402271880.0,Miranda Kenneally,2012,Stealing Parker,eng,3.88,15997,358,1110,4177,5628,5516,https://images.gr-assets.com/books/1334451985m/12551077.jpg,Between 3-4
21330,15,9781401204860.0,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",2005,"Fables, Volume 5: The Mean Seasons",eng,4.19,17909,120,340,2889,7435,7437,https://images.gr-assets.com/books/1327870458m/21330.jpg,Between 4-5
82888,207,9780850515040.0,Machado de Assis,1899,Dom Casmurro,por,4.24,10590,127,410,1823,3921,5915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
57913,15,9780440539810.0,"Robert Shea, Robert Anton Wilson",1975,The Illuminatus! Trilogy,eng,4.0,12444,439,876,2427,3929,5473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
6420846,23,9780374324920.0,Alexander Gordon Smith,2009,Lockdown,eng,4.1,14024,346,734,2651,5128,6706,https://images.gr-assets.com/books/1409279086m/6420846.jpg,Between 4-5
16696,31,9780060777100.0,"Michael Chabon, Jay Ryan",2004,The Final Solution: A Story of Detection,eng,3.31,12466,282,1965,6003,4240,1250,https://images.gr-assets.com/books/1407709227m/16696.jpg,Between 3-4
7870457,11,9781607062610.0,"John Layman, Rob Guillory",2010,International Flavor,eng,4.13,13134,256,402,2126,5146,5385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
452244,21,9780440212810.0,Poppy Z. Brite,1992,Lost Souls,eng,3.89,13905,548,1055,3173,4517,5341,https://images.gr-assets.com/books/1420793346m/452244.jpg,Between 3-4
514210,39,9780375705110.0,Alan W. Watts,1957,The Way of Zen,eng,4.18,11166,83,325,2034,4326,5011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
13642710,34,9780857662930.0,Ramez Naam,2012,Nexus,eng,4.06,9623,181,531,2242,5246,4552,https://images.gr-assets.com/books/1347149654m/13642710.jpg,Between 4-5
21412360,43,9781439138340.0,Colm Tóibín,2014,Nora Webster,eng,3.58,10353,416,1335,3896,5066,2337,https://images.gr-assets.com/books/1451442745m/21412360.jpg,Between 3-4
11532160,16,9780615487430.0,Jamie McGuire,2011,Requiem (Providence #2),eng,4.15,16911,193,628,3092,6487,7576,https://images.gr-assets.com/books/1307717182m/11532160.jpg,Between 4-5
7840156,43,9780345505490.0,Steve Berry,2010,The Emperor's Tomb,eng,3.95,13159,123,667,3496,5985,4477,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
18079661,36,9780525953080.0,Lisa Gardner,2014,Fear Nothing,eng,4.1,5982,139,420,2544,6279,5263,https://images.gr-assets.com/books/1372049470m/18079661.jpg,Between 4-5
184644,6,9780618443370.0,"Dorie Greenspan, Alan    Richardson",1980,Baking: From My Home to Yours,eng,4.18,11662,333,471,1877,3126,5879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
439363,14,9781421513430.0,"Aya Nakahara, Pookie Rolf",2001,ラブ★コン 1,eng,4.22,13801,398,624,2107,3267,7598,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
148584,169,9780425067830.0,Agatha Christie,1972,Elephants Can Remember,eng,3.62,15420,332,1638,6340,6243,3747,https://images.gr-assets.com/books/1309211932m/148584.jpg,Between 3-4
98,45,9780761129580.0,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",1989,What to Expect the First Year,eng,3.86,10807,359,816,3301,4586,4185,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
11699349,10,9780399256450.0,Kristin Levine,2012,The Lions of Little Rock,eng,4.22,12962,304,447,1744,4655,6542,https://images.gr-assets.com/books/1442034711m/11699349.jpg,Between 4-5
169487,28,9780743224240.0,Phillip C. McGraw,2000,Self Matters: Creating Your Life from the Inside Out,eng,3.62,9609,516,1037,2877,2790,2700,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
7942008,15,9781427818770.0,Hidekaz Himaruya,2008,ヘタリア 1 Axis Powers,eng,4.35,11985,317,461,1380,2391,7526,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
10893138,64,9780007350440.0,Cecelia Ahern,2011,The Time of My Life,eng,3.85,11684,295,978,3677,5393,4319,https://images.gr-assets.com/books/1327918581m/10893138.jpg,Between 3-4
821000,58,9780525444470.0,"A.A. Milne, Ernest H. Shepard",1927,Now We Are Six,eng,4.38,15840,85,355,2267,4411,9450,https://images.gr-assets.com/books/1348199373m/821000.jpg,Between 4-5
3665811,13,9780061671360.0,L.J. Smith,2009,The Secret Circle: The Captive Part II and The Power,eng,4.11,16231,218,815,3446,5116,7553,https://images.gr-assets.com/books/1341592078m/3665811.jpg,Between 4-5
16045078,15,9781250019680.0,Mary Kay Andrews,2013,Ladies' Night ,eng,3.8,12306,218,791,3961,5657,3397,https://images.gr-assets.com/books/1376835524m/16045078.jpg,Between 3-4
14759321,21,9780312591830.0,Jane Green,2013,Family Pictures,eng,3.62,12089,342,1281,4464,5370,2695,https://images.gr-assets.com/books/1365217958m/14759321.jpg,Between 3-4
7384801,32,9780440245280.0,Lara Adrian,2010,"Taken by Midnight (Midnight Breed, #8)",eng,4.27,19135,105,458,3009,7314,9932,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
1249630,114,9789725681370.0,"José Maria de Eça de Queirós, Ester de Lemos",1888,Os Maias,por,3.99,10649,238,751,2474,4685,4596,https://images.gr-assets.com/books/1362526641m/1249630.jpg,Between 3-4
29975458,26,9780544920960.0,Amy Gentry,2016,Good as Gone,eng,3.53,12121,424,1765,6454,6710,2688,https://images.gr-assets.com/books/1464329788m/29975458.jpg,Between 3-4
114188,58,9780515142880.0,Nora Roberts,1996,Holding the Dream,eng,4.02,16902,98,709,4492,6792,6537,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
99297,21,9781402208770.0,Amanda Grange,2005,Mr. Darcy's Diary,eng,3.63,15151,595,1559,4819,5305,3750,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
297186,38,9782266120920.0,Robert Crais,1999,L.A. Requiem,fre,4.26,12632,72,212,1810,5924,6138,https://images.gr-assets.com/books/1328900044m/297186.jpg,Between 4-5
89884,29,9780375725760.0,Kent Haruf,2004,Eventide,eng,4.16,12661,60,310,2220,6165,5332,https://images.gr-assets.com/books/1320471712m/89884.jpg,Between 4-5
5199185,17,9780809051010.0,"Tim Hamilton, Ray Bradbury",2009,Fahrenheit 451: The Authorized Adaptation,eng,3.92,11809,277,707,2785,4439,4021,https://images.gr-assets.com/books/1416448162m/5199185.jpg,Between 3-4
6255949,25,9781421527610.0,"Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder",2004,オール・ユー・ニード・イズ・キル,eng,4.05,10073,81,449,2508,5872,4332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
24408,32,9780395137190.0,Elizabeth George Speare,1961,The Bronze Bow,eng,3.93,15507,487,977,3406,5729,5726,https://images.gr-assets.com/books/1369712582m/24408.jpg,Between 3-4
23426,77,9780802142400.0,Alain de Botton,1993,Essays in Love,eng,3.97,8288,168,648,2698,5071,4165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
27397,28,9780679772680.0,Jonathan Harr,1995,A Civil Action,eng,3.94,11985,99,493,2968,5178,3566,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
208146,23,9780395570360.0,Allen Say,1993,Grandfather's Journey,eng,4.12,13337,257,579,2453,4269,5989,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
38030,37,9780060519130.0,Mary Kay Andrews,2002,Savannah Blues,eng,3.97,13886,123,572,3594,6157,4723,https://images.gr-assets.com/books/1327883095m/38030.jpg,Between 3-4
294043,34,9780380810930.0,James Rollins,2000,Excavation,eng,4.02,13148,128,537,3230,5478,4968,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
144789,47,9780312937670.0,Matthew Reilly,2003,Scarecrow,eng,4.21,11900,147,414,1991,4414,5961,https://images.gr-assets.com/books/1316635676m/144789.jpg,Between 4-5
9064899,19,9780061985880.0,Kiersten White,2012,Endlessly,eng,3.99,18789,292,1177,4388,6202,7431,https://images.gr-assets.com/books/1320349604m/9064899.jpg,Between 3-4
73184,26,9781573225690.0,Thich Nhat Hanh,1995,"Living Buddha, Living Christ",eng,4.13,10943,219,374,2052,4160,4999,https://images.gr-assets.com/books/1309211729m/73184.jpg,Between 4-5
1170158,40,9780140050940.0,Ursula K. Le Guin,1975,The Earthsea Trilogy,eng,4.25,14199,158,408,2185,5190,7237,https://images.gr-assets.com/books/1295382040m/1170158.jpg,Between 4-5
17325147,21,9781477817160.0,Jessica Park,2013,Left Drowning,eng,4.14,17461,480,934,3191,6684,9491,https://images.gr-assets.com/books/1372359048m/17325147.jpg,Between 4-5
7268995,18,9781596434030.0,"Philip C. Stead, Erin E. Stead",2010,A Sick Day for Amos McGee,eng,4.25,15444,275,522,2192,4630,7854,https://images.gr-assets.com/books/1312019421m/7268995.jpg,Between 4-5
18651980,23,9780062286440.0,Smith Henderson,2014,Fourth of July Creek,eng,3.83,10390,333,830,2600,4952,3220,https://images.gr-assets.com/books/1417981221m/18651980.jpg,Between 3-4
276877,40,9780758211830.0,Lisa Jackson,2007,Absolute Fear,eng,4.15,13190,113,388,2553,5121,5689,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
43992,55,9780743292500.0,Greg Iles,2006,True Evil,eng,4.05,11234,109,429,2729,5884,4628,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
59091,80,9780820316610.0,"Erskine Caldwell, Lewis Nordan",1932,Tobacco Road,eng,3.73,10959,411,983,3087,4154,3144,https://images.gr-assets.com/books/1369852920m/59091.jpg,Between 3-4
1747896,43,9780802715360.0,Kate Summerscale,2008,The Suspicions of Mr. Whicher: Murder and the Undoing of a Great Victorian Detective,eng,3.43,11316,616,1898,4959,4881,2254,https://images.gr-assets.com/books/1312021413m/1747896.jpg,Between 3-4
425377,48,9780380776160.0,Loretta Chase,1995,Lord of Scoundrels,eng,4.12,19137,422,1003,3765,7333,9609,https://images.gr-assets.com/books/1381766823m/425377.jpg,Between 4-5
60177,262,9780543895140.0,L. Frank Baum,1907,Ozma of Oz,eng,3.97,14829,140,660,4484,6356,5630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
